x,y
28538,303892
139937,242379
54201,271789
43720,249843
107570,344009
52388,277584
167020,350638
175233,313166
40170,356631
28538,303650
54201,271844
154285,321258
52301,268307
129380,219201
110503,311696
502599,277826
159024,213193
46864,347786
159504,227978
41870,270502
28538,303668
43720,249840
458973,281295
52815,267006
52388,277423
133745,230260
52388,277435
43720,249878
176724,215023
44587,285820
43909,321938
56163,120356
44001,370299
42923,307831
43720,249994
52388,277462
144440,269913
160519,324861
449762,244850
59876,194515
163053,254838
164362,263371
447291,296878
119288,387186
28538,303547
104326,409308
445329,229855
165207,201046
172913,282054
134404,239509
146792,361000
143388,295794
28538,303746
43720,249431
132203,394113
141726,292459
139305,229950
144632,271397
162327,245994
52760,269808
196655,414131
43720,249920
154616,382840
177505,308247
52388,277619
30588,188840
52388,277468
52760,269863
162858,374171
134725,335375
45486,290144
39257,263563
44277,256029
177025,294341
145074,234242
28538,303747
38648,232531
52815,266977
149155,278750
52388,277558
157686,316239
59876,194501
95208,470077
144881,270142
69275,325207
43720,250073
142016,335875
28538,303610
92649,358279
54201,271773
47550,266716
43720,249878
28538,303589
146748,347994
49222,421172
41081,320299
187887,430429
28538,303731
42257,289132
48352,167216
52760,269998
52388,277483
54745,287464
120531,283951
28538,303929
40108,351840
108910,183720
41560,240989
143299,400561
166479,236339
30165,292948
146723,244023
152741,229549
28538,303898
154528,364774
134742,365692
47909,320881
103003,359320
41837,275800
52388,277494
142034,229065
52388,277554
48132,194272
52388,277503
42775,307997
142470,373821
141212,343542
180024,309131
41667,207710
52388,277634
28538,303518
137245,115322
52388,277566
28538,303558
144651,269999
121927,281645
44633,287680
28538,303681
129326,329922
52388,277565
168848,309057
52388,277543
52388,277613
447831,276934
122156,280397
143690,375557
111821,388509
154738,330541
177557,285287
144240,290178
38092,203802
31067,231899
111978,302525
100345,328598
52760,269920
52388,277594
132089,183498
455008,286983
52388,277550
52388,277649
95711,245569
445329,229855
162827,361014
52388,277519
28538,303863
52388,277527
116312,386126
43720,250122
446860,289827
52760,269858
446661,252609
54201,271721
133298,280495
122130,284418
29538,291869
52388,277600
121752,369323
146512,140387
143902,252533
447258,248761
143373,425498
52388,277483
52301,268260
28538,303712
181165,244727
46681,286058
28538,303673
52388,277495
43720,249610
152269,327235
151902,353743
28538,303551
145669,280462
52388,277610
190634,360537
143267,419745
445329,229855
30395,291779
178965,260351
148172,322755
159504,227978
30713,189847
150246,347719
28538,303488
171680,238249
41966,158561
43720,249848
28538,303831
28538,303545
43720,250101
108806,345639
120614,285053
54201,271721
43720,249935
44039,307199
47586,289840
52388,277814
28538,303698
162501,293763
133424,374117
41640,263964
115581,268360
103913,360468
133847,375014
116470,408247
52388,277614
52388,277516
47871,296609
52388,277523
46554,367887
52388,277481
52388,277612
52388,277536
28538,303532
188741,354693
158153,312415
52388,277526
41939,266461
46305,262621
52760,269955
43720,250078
162997,305479
139645,230215
131078,380376
52388,277554
175350,328821
130498,151911
54104,288646
186184,216337
52388,277547
100525,376203
52388,277490
54104,288578
28538,303925
143824,372158
114598,388016
176939,265253
28538,303892
43720,249606
28538,303601
52388,277466
40999,244871
54201,271732
28538,303878
138382,299599
410545,411829
47024,302883
184388,275400
43623,234706
174646,151642
28538,303726
43720,250048
169297,332032
52815,267073
155542,324893
52760,269895
181635,316890
28538,304065
43720,250076
52760,269907
43720,249997
52760,269917
30815,243130
174854,246943
141107,374465
257853,167422
43720,249846
128552,316713
98584,358064
43720,249875
52388,277449
46244,279503
159024,305675
46612,348531
153168,342770
43720,250184
52388,277469
129380,195181
180799,285858
28538,303840
59133,200968
142427,355976
174659,229956
38325,290171
52388,277631
59876,194496
46239,277033
169724,214680
52388,277520
145463,252566
43381,294503
99047,302606
43108,285508
43720,249829
43720,250055
52760,269866
47597,290540
43720,249430
155513,301635
43720,250117
52760,269952
41675,289358
52388,277511
164619,270946
30864,189461
142355,426751
54168,356638
176504,236475
155074,418813
50916,317921
52388,277512
28538,303828
52760,269955
47391,294155
52388,277607
54201,271788
173888,345125
451261,282097
161542,179559
28538,303735
28538,303474
43720,249822
52760,269894
31511,360273
52760,269938
158263,242480
54201,271803
52815,267219
102474,368940
54201,271765
107117,167562
30677,281675
41315,196063
141422,245350
47101,300077
153114,386885
175694,237379
54201,271887
37895,256081
154528,364740
145708,349758
43720,249947
100142,315939
121952,370173
52388,277549
28538,303620
46934,225335
47645,295458
52388,277593
42458,327162
52388,277585
28538,303843
100894,380889
52815,267122
166360,342710
52388,277579
168813,227795
130588,179778
175478,209644
65441,494689
37445,230532
47454,234608
133847,375167
42332,338247
47909,320881
62334,304489
28538,303907
128530,355740
155934,332565
52388,277611
98145,358152
43720,249839
103788,188146
142511,415088
28538,303981
100450,390441
445329,229855
43720,249998
137670,236418
28538,303880
165946,398100
465566,237613
122531,369727
144603,313219
48040,298933
131691,395177
177935,227678
101757,196495
50643,201751
180930,210606
53640,338241
52760,269917
143711,267163
141706,348748
115662,319216
52388,277684
163987,403382
97794,364431
43720,249827
43720,249430
47013,277106
131194,395383
461149,267069
52388,277437
112156,386723
454017,274605
103841,324237
49595,289622
52388,277509
52388,277437
141855,412005
28538,303827
181854,271061
146344,255744
52388,277479
41477,250894
52815,267010
52388,277516
117476,309380
43720,249967
179400,285269
52760,269924
43720,249423
52388,277495
47077,396910
43720,249846
168722,191151
52388,277528
143546,306181
142573,306833
41706,275556
194208,261118
111964,164379
142362,406643
52388,277622
256548,416456
171624,213022
28538,303813
158039,271102
115422,316612
52301,268384
144092,270412
122022,368731
36729,262762
52388,277613
114138,302237
102449,259565
46897,318532
47679,295392
163240,267177
52388,277504
501217,245965
42950,292320
143819,417146
148751,308326
52388,277558
457986,239572
173922,199335
28538,303696
161746,193227
103690,367768
445329,229855
159350,326965
30536,179296
63028,157979
156399,252796
30767,160942
52388,277626
173003,390657
47585,288952
43720,249977
189046,360371
28538,303721
180786,303124
147636,386108
147909,293043
43376,268476
42036,272638
48017,360169
142199,401817
156520,374744
120843,287912
15907,120566
155135,329222
28538,304075
28538,303594
28538,304083
28538,303690
131803,343482
52388,277403
37271,220539
41847,210331
52388,277619
43720,250079
28538,303579
52388,277457
28538,303835
120665,123967
52388,277417
52760,269957
28538,303855
132930,279607
170752,322890
43720,249853
43720,249993
153206,373545
52760,269940
54201,271725
28538,303598
43720,249423
52388,277523
144490,413648
29572,291929
52301,268295
187696,354526
52388,277567
45091,283046
51394,206171
54104,288547
44118,240746
150628,349110
30350,211934
41640,247752
48151,272589
29932,189364
50040,327530
52760,269912
52815,267033
69858,330977
46724,380902
52760,269965
52388,277505
153252,321769
37339,198496
42813,228107
28538,303726
162482,261439
111311,223052
131848,188023
52815,267138
159624,363515
43720,249954
145166,364425
108469,160861
160893,295580
157937,245458
455617,343091
45218,275062
121341,280541
52301,268413
179166,288883
43720,249971
43720,250174
52388,277497
30089,215835
43720,250083
54201,271808
145621,298212
168848,309057
50711,417606
30807,195755
172272,340708
177386,370356
442691,341297
43720,249856
104217,367003
43720,250099
156652,319514
132452,394602
140716,251367
172462,221650
52760,269970
172109,224880
28538,303873
98319,292381
135431,242959
155753,328147
143192,363039
176171,257882
52301,268368
99292,378447
52388,277621
123393,392647
52388,277459
448572,270352
28538,303510
181463,302651
52388,277487
148756,435531
61487,89894
162262,355136
185579,301143
166302,290416
54201,271812
28538,303984
43720,249761
459259,288925
52815,267035
52388,277575
184827,375409
42361,198689
153611,371144
43720,249831
28538,303852
108675,93709
41850,246259
114187,365214
28538,304125
52636,299828
52760,269902
178442,253607
28538,303595
175054,290729
201085,321881
133737,522148
48902,307061
54201,271765
143768,268894
103963,367464
54201,271806
54104,288654
458458,241662
43720,249956
169558,417783
142869,263593
164816,240134
28538,303642
143581,406278
55948,372497
174370,205594
33820,226726
179789,458621
57615,195921
54199,293636
52388,277565
43720,249949
43720,249872
160893,295584
152527,258617
43720,250120
47663,314124
43720,250077
144315,271629
182210,291876
108372,170602
149033,405075
120342,282153
43720,250180
180758,211717
104593,368486
52388,277569
132187,274642
28538,303815
162528,373619
180081,190302
115317,284088
182957,174947
183016,292155
40399,150813
157697,352956
52388,277642
142185,404593
28538,303632
43720,249808
459907,274112
112368,367598
153656,346672
98559,357176
43720,249946
105337,365338
28538,303868
28538,303584
59133,200913
103988,373429
52388,277654
174680,337855
188678,360232
445329,229855
142648,351730
46677,235731
130758,269688
44932,316456
157398,294517
52388,277438
43720,249836
177435,240816
47202,236566
99079,346157
43720,249995
31039,238811
28538,303971
28538,303511
52388,277648
28538,303696
134705,356345
52388,277575
52388,277607
174325,378385
54201,271719
174930,261710
106111,340378
52388,277469
151315,332291
364050,148175
44375,333844
28538,303586
43720,249832
177118,259792
135180,217190
151538,339575
52388,277493
52388,277621
54201,271705
46710,250141
175774,352052
52388,277718
28538,303608
52388,277447
301767,148150
155412,365852
178360,285163
162518,266206
174523,319519
43720,249846
28538,303941
52388,277420
52388,277451
52760,269938
81044,192332
47013,277106
52760,269820
368732,126941
59133,200860
92781,361119
59876,194529
143481,359135
46872,255495
139456,241821
28538,303749
178117,169971
46698,307829
28538,303566
188623,429304
104047,369088
40633,219208
51774,307639
159183,313013
147724,388684
52388,277445
183347,225720
136419,227991
46818,313182
142672,400493
52388,277647
40763,233566
148774,246063
28538,303378
138820,240598
43720,249914
155031,398529
121935,369043
47589,275496
163160,305175
459856,341867
465566,237613
52388,277495
174527,392965
144929,269975
154665,331634
174171,217223
180272,290705
109897,215170
449191,291735
131879,301001
112975,389159
52388,277463
47991,327271
174374,336589
178647,138832
141266,398597
166177,343995
142640,408841
62808,369903
43720,249971
185749,284889
43720,249806
138382,299727
43720,249942
57419,114741
48270,277786
28538,303473
43720,249998
52760,269915
48104,293203
52388,277468
156496,196883
52388,277501
176345,223719
52388,277536
177118,215288
141533,408280
28538,303492
52388,277477
158147,388915
175261,409508
173342,261313
38759,109858
161076,361513
169824,256293
38991,245426
142469,224236
176177,260121
154528,364726
28538,303520
49248,300813
38835,375030
43720,250126
57315,351292
43720,249969
43720,250182
39310,272115
42219,244977
168476,350392
168029,203309
142581,413416
146928,271596
41768,200176
43720,249942
179949,264591
429826,241468
52388,277583
100586,374591
142553,417013
28538,303861
42813,228290
154903,238978
172152,212649
186017,426186
135007,364411
28538,303543
43720,250119
144207,416887
43720,249993
54201,271798
168079,392812
28538,303603
30462,226558
125471,292856
52760,269926
180601,263138
28538,303678
42011,200565
150359,313571
182346,260027
452028,221884
156313,354523
160246,336891
141879,217994
44331,230760
108346,282501
28538,303701
361002,171889
54201,271738
31951,248300
106450,258546
52388,277498
114259,288350
101889,360528
121482,369520
154528,364700
28538,303828
52301,268314
131485,394315
108748,300092
54201,271761
52388,277656
52388,277656
52760,269934
52301,268285
52388,277499
137850,214780
52388,277550
28538,303858
52388,277554
159477,476980
43720,249861
54201,271810
43720,249883
142643,410923
43720,249606
147156,357896
149369,211488
28538,303461
175040,228335
142943,372663
104888,297188
52388,277482
44523,233952
31129,325245
52388,277567
201512,395223
52760,269847
29791,188369
28538,303575
52388,277474
47909,320881
193386,265456
92574,360236
445329,229855
48373,362861
43720,249863
164901,188055
151406,388192
142161,292977
53499,278040
52388,277538
28538,303829
178123,250696
28538,303726
190024,359614
52388,277584
53369,388509
43002,317713
42203,243308
115004,319888
38933,217358
180855,275631
54104,288567
52388,277472
52815,267026
50838,362367
54104,288615
52760,269888
52815,267017
129027,246857
104558,368078
28538,303743
43720,250102
43720,249832
179680,230590
134008,280029
57619,497206
126814,218492
28538,303713
54201,271810
52388,277443
160297,310758
52301,268345
52815,267237
143889,404845
42157,242976
130569,163210
151425,383959
135263,325187
180092,197644
150618,365414
185855,166792
168827,284933
52388,277526
163053,378625
43986,264811
168775,239487
52388,277469
40189,127802
147620,395407
40570,168550
53235,180351
43720,249917
43720,249997
101282,353940
43720,249852
152687,366634
42247,257880
39139,242666
162178,407369
28538,303774
52388,277543
144843,333896
141967,278262
28538,303645
143549,414101
113316,349376
52760,269920
119885,227721
28538,303676
28538,303655
52388,277428
43720,249607
43568,291733
100122,380388
49397,309117
51513,246513
28538,303793
43720,249608
99954,220731
190474,294904
52388,277510
93097,410349
51897,186255
28538,303524
52760,269784
144426,405629
48274,249483
201900,350944
162899,271731
31930,195205
43720,249849
52388,277491
102137,311017
48743,330505
65598,326602
159652,361552
43720,249979
489438,240427
52388,277509
60231,222904
151635,338322
150519,332619
151702,323079
172058,306701
28538,303797
52388,277577
103849,372273
42110,140222
31095,287361
170943,225052
131763,394374
42836,280037
52388,277597
28538,303546
47909,276552
43720,249603
52388,277566
100083,364228
52760,269869
46254,375211
137638,321132
144827,270112
150747,247440
158743,440238
41956,240478
28538,303706
156383,385123
134916,217133
102480,182915
28538,303508
52760,269986
132147,394065
52388,277602
42081,316178
158094,334315
28538,303714
28538,303561
176593,202580
143386,360000
41681,243062
121157,284804
68854,316322
52301,268281
54201,271759
171083,421836
178878,339515
28538,303586
41922,280268
140308,248543
28538,303555
104494,209870
48345,237588
112206,274231
28538,303862
130155,158387
52388,277495
168270,221946
28538,303510
98405,366882
43720,249993
43720,250177
52388,277524
52388,277440
43720,249970
214889,422655
135591,367064
42324,287049
459593,247309
28538,303685
183502,273260
138572,263909
52388,277465
130008,248571
160902,251980
28538,303791
52388,277494
28538,303754
50938,378213
45361,262454
108336,180078
460220,275163
442985,229236
145974,246941
43720,250053
28538,303752
43720,249607
91220,346998
92770,361362
52760,269864
53638,415611
47320,260875
182741,296885
52388,277468
142334,357753
43720,249826
28538,303872
107988,283045
151790,370809
184041,221572
52760,269843
154606,326779
43720,249890
52388,277502
52388,277445
28538,303594
52388,277442
130521,414277
30678,240718
42669,315762
102113,347558
54201,271764
28538,303828
28538,303757
52388,277613
43720,249932
160452,321044
154171,345780
153496,389490
28538,303756
48473,215828
52760,269920
92191,358333
130411,322495
47635,341654
119184,385685
37492,280776
52388,277563
28538,303591
48037,339100
41616,254211
52760,269939
363015,277904
166728,292790
47383,340197
173467,347017
52388,277301
81044,192287
167247,230945
28538,303578
40201,252705
55034,293883
29604,345491
38014,337684
45196,266960
445329,229855
131659,158973
28538,303903
54201,271832
52388,277540
445329,229855
151750,360635
43720,249954
167342,335377
154922,161156
109953,223311
182598,239338
43720,249970
151903,340788
52760,269904
153140,345786
28538,303823
174706,188009
42745,119535
28538,303671
52301,268230
43720,250121
154307,320911
47655,289595
52388,277502
28538,303840
52388,277612
43720,249942
165263,437842
28538,303853
52388,277564
173659,327022
52388,277454
52388,277513
193207,265787
28538,303896
54201,271691
52301,268233
106087,291316
155589,376198
28538,303748
28538,304024
38339,208303
43022,294383
148371,249607
52388,277558
28538,303825
131623,394961
52388,277594
52388,277619
175890,252004
173982,224068
48005,271527
442985,229236
52815,267218
28538,303694
28538,303515
103782,407772
129836,149637
52815,267092
52388,277489
173643,353384
200615,282450
181026,333424
48155,275144
52760,269899
52388,277543
52388,277498
128104,327527
125384,273090
52815,267111
47715,243527
43720,250101
173221,266587
52388,277635
52815,267184
59133,201030
37975,154060
52388,277534
141909,256587
28538,303642
30277,190258
110124,393708
175401,369258
32070,266186
121184,367599
54201,271779
173256,260133
45442,432165
162207,357173
428414,258250
43720,250045
52454,289632
128378,103531
59876,194571
52388,277643
28538,303725
28538,303410
180572,311241
152070,310337
59133,201021
463046,285343
54378,199207
157017,302612
43720,249607
181948,202281
146671,328535
44118,216124
43577,318080
92793,403613
458111,233633
103704,368398
38502,154190
52815,267018
174751,313131
46458,334150
174721,313131
138003,245650
55675,324804
68854,315921
175440,276164
63028,157887
48238,346154
28538,303882
163612,249612
108055,199633
97827,361979
28538,303767
43720,250101
158852,236298
188501,285270
182495,278553
28538,304063
460442,274274
28538,303409
103539,372186
83488,315750
158313,387423
52388,277623
108526,336906
197006,408793
42081,289104
445329,229855
154528,364759
105654,189939
42641,190082
102376,308329
108660,297906
445329,229855
116098,353588
101747,379504
131618,394339
445329,229855
52760,269983
52388,277563
109264,202705
152154,367762
46153,328038
28538,303567
179071,215852
28538,304103
141846,337152
28538,303563
28538,303837
28538,304061
28538,303927
43720,249835
44795,223560
131305,392666
28538,303816
60991,253851
52388,277577
52388,277577
45716,248270
141963,423402
39024,339450
176502,285247
102326,203344
445329,229855
48466,308308
46247,389391
28538,303873
146414,303993
42406,241957
445329,229855
148126,272051
28538,303533
46701,275391
46697,287209
189937,356524
42207,316136
28538,303788
28538,303534
145133,376093
191041,335455
43720,249878
54201,271785
153583,345637
28538,304070
46921,217010
183165,244019
451561,284727
98410,303455
41046,203038
52388,277600
148076,393798
52388,277543
52760,269945
446734,244348
28538,303909
142486,414663
139674,224958
140809,237628
52388,277689
46200,342135
52388,277520
143166,372706
43720,249850
52388,277664
447697,242889
147409,322476
142914,367428
59633,145146
42667,170856
41932,218501
116382,245509
473046,285208
61495,325077
46366,372646
130601,395472
52388,277520
52388,277461
37499,194657
153965,321854
152231,349624
120857,280850
165899,270457
154682,331937
189926,303367
53499,278044
126563,394006
43720,250080
69094,324044
52388,277472
183389,335563
192202,406890
170451,361656
153636,350868
28538,303578
142248,301865
28538,303845
52388,277513
45359,232346
134013,214088
52388,277563
52760,269897
161275,294372
52388,277471
43720,249848
52760,269922
43720,249944
28538,304005
175357,218654
52388,277399
197657,385107
451261,282097
52388,277526
52388,277637
43720,249833
36936,160937
110374,233328
149621,338425
28538,303712
66889,191673
120953,282928
52760,269881
141147,306831
52388,277569
117236,211742
52388,277663
48065,235607
43720,250082
143552,408539
52388,277591
171982,332510
99454,378177
43720,249851
172021,245634
153986,390065
52301,268345
47167,277554
184437,333127
153103,312891
104147,370038
53499,277776
158292,389029
140807,257213
185602,226935
52388,277645
42190,274690
54104,288561
42207,198945
101031,344226
43720,249836
28538,303734
155167,368223
154019,375867
28538,303859
445329,229855
141876,416039
152627,335865
131906,393973
141982,421167
52388,277558
42543,228066
52388,277521
148455,287022
52388,277581
143315,303970
28538,303808
52760,269913
28538,304132
43720,250079
150016,222514
460546,282693
196477,316750
178317,387798
47909,320881
113353,329587
52388,277575
131107,209732
41512,253658
32488,330426
173524,267440
52301,268232
43720,249876
143527,412271
123942,334972
52388,277567
43320,255655
169454,231583
52388,277561
154311,309479
59133,200942
181614,380231
175216,404627
138710,204824
28538,303917
142769,249271
131215,230386
445329,229855
52388,277526
193047,408733
44907,200628
43720,250081
168729,350752
52760,269862
179413,351262
28538,303981
442985,229236
172791,224678
178186,230478
147986,378430
42213,342167
52388,277540
445329,229855
28538,303561
52388,277578
52388,277476
28538,303428
28538,303796
52388,277498
52388,277564
52388,279713
120844,282507
43720,249946
174625,307721
454466,221684
96571,297370
175470,374697
28538,303536
52388,277520
45862,266249
43720,250180
173813,357895
54201,271783
152631,303529
106691,249338
55948,372497
54104,288555
448912,264825
451522,281902
43720,249606
142928,407971
173797,312156
147974,388496
52388,277485
41193,205559
52760,270012
445329,229855
28538,303720
28538,303719
172628,263622
46916,304223
52388,277518
40466,176287
181312,252810
52760,269891
141004,345786
180833,275893
52388,277495
47915,364601
447222,277200
153149,272738
28538,303721
173988,260927
138274,229710
152102,368775
43720,249841
116234,318763
153486,333572
111302,296770
448876,264818
42073,241943
144622,374214
207077,348997
174932,262811
109658,223126
54201,271731
54201,271759
28538,303786
28538,304031
41064,253061
52760,269982
145669,280578
52388,277490
181203,255989
103249,207727
153744,398325
52388,277451
46730,354959
43720,249850
28538,303746
43720,249831
30221,173407
211016,461410
31910,347562
42013,207803
43720,249839
140724,291300
167185,399021
52388,277502
161388,281197
165017,331480
162707,267373
173210,199711
59133,200945
40201,252705
167763,383056
100379,373459
99079,340756
173698,178084
150045,382112
28538,303572
52760,269895
52388,277506
43720,249977
151085,380377
174273,270245
201138,298086
54201,271742
154518,319889
151204,383268
106174,360889
52388,277578
52388,277600
43720,250082
28538,303855
52388,277571
52388,277447
102939,368451
28538,303664
142934,362923
160062,314319
127255,216437
28538,303949
52388,277647
192129,330843
28538,303995
52388,277547
38202,168311
54201,271768
153514,330699
144906,270114
43720,249994
114651,318274
106621,366871
459665,281744
40201,252705
44011,307341
460880,234804
55726,93099
54201,271858
50476,333552
187735,431843
25489,79121
445329,229855
52815,267062
181026,333433
43720,250132
175160,282387
52388,277652
142536,332740
445329,229855
52388,277517
47740,305690
52388,277562
28538,303811
107711,212010
445329,229855
52388,277574
52388,277544
55665,348006
164891,313627
28538,303546
49813,329343
144262,403926
41350,214218
148522,319134
50541,268159
43720,250076
143049,292985
166433,304137
43720,249429
52388,277480
451261,282097
179334,193737
178226,221683
144421,347014
28538,303427
111677,312739
28538,303691
226385,343932
37485,232097
142293,351453
121984,369992
43720,249993
43720,249969
163305,253206
161949,402940
426731,317966
92793,403613
115723,319426
148598,255169
40891,245771
48721,300724
149611,342974
161856,425198
52760,269897
42185,193528
52388,277545
48253,332854
43720,249605
28538,303437
95835,420808
40775,221148
141447,295976
156606,397700
45929,390677
52388,277576
131965,231493
43720,249830
46918,336506
43720,249995
28538,303964
152289,339880
46318,312407
52760,269900
46400,363487
44839,375454
43720,249918
43720,249825
52301,268299
104208,376037
28538,303678
52388,277547
59133,200946
135175,351146
28538,304187
52388,277441
28538,303818
43041,232309
189138,356227
116943,451386
38330,142190
43720,249850
30486,188916
53438,337956
52760,269926
461326,303496
117583,465257
28538,303976
153529,331711
28538,303993
98705,284672
176246,263294
43720,249949
52301,268223
54788,281523
168583,325239
47246,225447
111679,364827
54201,271785
445329,229855
46582,252354
52760,269936
125722,161915
43720,250083
52388,277496
54201,271811
130592,152455
52388,277542
43720,249882
43720,249975
43623,234619
458974,241596
52760,269913
54201,271821
43201,196057
172270,359209
110882,248971
211231,472681
52388,277489
48947,325672
52388,277586
135756,251996
53499,277970
54201,271668
445329,229855
178689,265959
145001,370017
46683,176012
52388,277558
28538,303847
47310,217778
49920,300930
28538,303678
165212,336602
103143,367042
52815,267069
52388,277509
28538,303997
52388,277505
52388,277497
28538,304048
28538,303490
203664,436710
51581,340630
54201,271727
177249,96453
52388,277454
131233,199097
44139,334911
102731,361732
140833,228108
28538,303394
52815,267134
45558,329934
115655,391971
449577,305561
46728,289030
54201,271746
50255,416978
101675,352980
52388,277498
114408,258518
111596,218787
43720,249833
28538,303689
177320,216056
32128,342020
131802,393499
108100,157754
42002,287040
46407,338217
28538,303826
43720,249837
47416,292636
152916,408043
169515,391962
107392,181308
43720,250172
28538,303713
181620,262234
43720,250116
42393,270225
28538,304020
41328,193540
48465,215795
178857,276867
54201,271759
45055,308457
43720,250103
52760,269826
52760,269923
43720,249604
47371,259737
130684,393956
144131,386848
28538,303861
28538,303719
143240,342054
187461,371602
47577,289801
52760,269906
141233,349486
43986,264749
48212,336896
104962,268292
43720,250132
52388,277444
46933,350396
111416,389247
108021,268125
185857,241613
147163,113953
54104,288825
52760,269835
28538,303554
52760,269884
153409,406140
177624,224565
124461,363330
451548,245852
52388,277525
138602,219054
172272,340708
189502,358214
28538,303963
43720,249947
52760,269915
28538,303354
28538,303998
172859,263592
43720,249943
52815,267019
28538,303591
41976,199059
28538,303568
28538,303933
158729,309004
28538,303665
465566,237613
178455,102698
48482,392782
171871,189920
43720,250183
52760,270011
54410,317900
43720,250102
166570,348697
52760,269900
30010,274160
176600,259280
46152,229477
52815,267062
28538,303826
51980,315853
34481,354814
48293,275802
52388,277475
28538,303928
104058,369843
28538,303718
176804,418132
52388,277623
52388,277490
52388,277540
28538,303721
43720,250053
174240,338401
173023,262991
461041,346096
123877,316629
28538,303673
28538,303714
160046,272351
193350,263541
141762,250983
52388,277458
28538,303443
459575,300965
47848,284822
31120,273581
146282,266329
107366,204733
173325,231640
48253,332854
28538,303622
28538,303674
43720,249834
157975,288479
41713,260407
94994,436664
164211,216654
47826,252829
152133,251277
176055,253976
143260,250633
46319,290292
180076,355382
173269,247135
95978,322817
31351,318601
143150,419958
43720,250178
176934,252590
49003,314806
87178,277477
125220,311767
30728,189902
28538,303815
150306,339153
157731,302990
98521,380726
142321,416239
457058,288404
94329,293645
186985,323081
28538,303736
114619,215779
52388,277610
126419,251690
144268,357668
52760,270021
52388,277512
152151,420004
43720,249975
150790,351305
111873,384880
174616,227003
190280,219907
52388,277540
167672,292516
165835,429689
52760,269822
54201,271792
172100,251447
153357,408856
170936,265340
175701,225081
136470,338342
183826,277450
52760,269856
51104,292892
162858,243858
158284,279213
52388,277565
28538,303666
28538,303738
43720,249920
51068,302971
28538,303792
52388,277522
166023,324055
54079,331742
46681,286058
135869,347130
52760,269851
152981,358856
445329,229855
44666,236093
100497,382174
149357,239620
52388,277635
43720,249604
151378,331029
176509,199060
180311,345499
182454,241551
52815,267024
54201,271659
52388,277531
442985,229236
183732,327084
104275,362063
162543,298563
172251,316547
151013,341266
171029,196630
171340,234150
47909,276552
52388,277630
190143,360068
37969,194266
52929,254350
104058,369890
44188,335459
62009,396381
458930,338199
147784,273353
43720,249995
43720,250000
28538,303672
149342,271649
148973,299833
28538,303735
28538,303780
150978,371276
44395,266809
106933,310592
47150,268557
459572,300965
155496,389734
52815,267107
442985,229236
54201,271752
28538,303932
459940,274112
43720,250083
165072,257897
131554,394058
43720,249996
48005,271527
50734,218974
48042,314807
52388,277557
106615,201844
28538,303799
54201,271842
28538,303794
154729,250141
99877,382273
159587,233154
52388,277648
181838,289805
52301,268302
54104,288582
142373,411872
189983,333226
28538,303956
43720,249991
42235,105593
54034,226579
120681,286115
108014,233580
460918,218383
167787,324322
115581,268400
139878,241311
161759,286748
154528,364845
52388,277547
130483,152002
52388,277671
28642,141963
52388,277466
192952,407671
43720,250076
448018,292650
43720,250104
149423,253873
28538,303691
99282,350221
38755,221731
131684,393477
52760,269939
137454,219208
172585,205342
173277,244766
40987,162528
150229,342739
42458,231459
144443,277445
175925,228657
28538,303540
181231,319266
43720,249798
146595,265452
109650,269681
138111,254026
141600,350101
101863,301208
28538,303575
43720,249967
52388,277503
42793,424044
43720,249969
182670,261626
128414,316758
152699,248953
52815,267035
143006,423958
445329,229855
169151,294931
460507,301486
124717,202153
149828,338424
116524,335862
28538,303704
106490,243985
151736,296939
144674,270077
52388,277608
28538,304300
52388,277567
158542,298418
169085,276180
152584,371498
28538,303461
119705,229620
40897,252704
43720,249825
52388,277422
52815,267086
46674,300415
52760,269848
96798,322280
52388,277530
52388,277504
28538,303727
163809,191490
172053,318255
28538,303810
43720,250052
52388,277499
54047,274281
442985,229236
31757,232971
28538,303959
128119,327324
28538,303741
52388,277585
166208,427559
161650,375651
48748,288872
151655,403886
28538,303515
28538,303692
185885,432377
16866,231673
52388,277455
149490,287841
43720,250135
148260,243283
145025,291224
52388,277495
160655,124391
456989,274297
52388,277608
43720,249915
52760,269926
46710,250141
143151,413879
43720,249846
28538,303437
28538,303750
38008,177396
158142,319431
167330,359471
115532,318441
162863,371371
28538,303678
52388,277501
52388,277516
427345,300133
108005,354339
57236,312528
122436,369006
43720,249834
98798,336680
41775,244238
174648,250836
28538,303718
53656,92738
51206,367126
52815,267113
141932,421467
54201,271843
28538,303902
89724,336948
152496,265998
136733,261825
49723,288154
43720,249807
28538,303783
206997,358807
38325,250385
162253,263746
119405,279981
42079,253201
47589,275496
52760,269917
442985,229236
28538,303863
126697,206086
105471,264065
112236,293514
445329,229855
43720,249839
143350,391441
53470,223428
52388,277645
133856,370767
52388,277629
43720,250172
113157,245413
151638,389595
104242,364172
136229,239682
99052,337175
435273,283557
139046,222001
52815,267019
457241,252212
46241,310964
176616,220011
52388,277560
30162,168933
52388,277519
28538,303888
133678,320815
41602,211268
43720,250082
43720,250081
112960,387012
52388,277414
42993,289290
165053,190904
43720,249989
100253,283069
180310,400147
182657,260548
52760,269880
151258,320956
52388,277469
114947,397831
142807,415374
52388,277589
124257,150103
157159,289273
43720,250052
94601,232836
28538,303751
44655,294580
151700,367246
52815,267039
43720,250079
92668,361004
54201,271808
162682,246569
460345,274916
